1000 200000
143 898 679
237 105 844
203 102 95
478 559 166
857 304 885
300 539 858
560 828 756
504 569 683
709 797 450
509 603 556
959 2 296
33 397 74
719 630 133
88 682 263
145 940 602
90 424 914
940 497 815
790 841 797
634 223 739
67 645 385
356 945 770
846 478 867
192 232 272
560 705 546
967 656 200
813 368 536
834 568 739
267 96 139
485 527 49
59 1000 705
282 921 780
34 432 550
740 48 807
899 160 431
644 873 240
85 482 591
68 705 460
259 380 231
922 258 650
120 602 282
79 956 835
928 117 337
320 378 565
591 168 918
170 274 772
916 407 102
80 9 141
418 68 938
521 223 427
249 900 69
495 691 360
218 164 86
551 527 354
963 804 700
33 696 420
887 880 691
958 202 784
135 910 45
798 91 391
692 510 850
914 451 105
867 397 35
223 405 3
265 142 44
173 322 905
741 334 439
685 119 199
715 398 357
917 515 215
864 726 75
592 670 734
305 831 89
655 854 273
559 197 303
144 863 358
453 810 421
475 726 421
362 835 39
428 11 991
594 783 104
554 98 99
359 820 929
387 15 603
32 486 738
876 115 307
2 257 250
714 331 287
434 91 123
882 54 202
295 383 520
412 214 378
997 276 860
256 28 211
800 826 773
569 718 821
176 343 724
36 349 193
162 833 464
924 160 686
919 95 430
467 919 722
275 109 790
975 238 701
406 452 35
206 294 197
158 82 775
997 124 523
613 900 892
644 347 216
841 765 789
750 548 900
341 24 185
8 65 378
889 656 349
683 439 843
22 114 765
995 572 426
458 65 971
960 100 303
450 407 821
648 973 229
555 362 651
890 217 974
690 898 258
47 166 536
761 595 513
755 117 752
219 577 213
345 844 954
176 438 770
66 704 660
941 573 855
832 27 932
478 506 891
792 57 779
607 677 307
49 407 574
883 847 921
656 124 195
184 691 262
937 275 378
421 366 706
11 623 763
856 256 180
133 67 950
62 490 91
893 930 657
90 103 888
231 799 45
41 497 872
648 598 818
303 519 350
391 947 527
788 497 282
345 286 356
166 686 926
815 547 298
401 764 567
174 433 402
782 920 81
383 730 236
258 947 929
4 520 193
135 837 51
365 210 409
959 549 750
719 753 277
237 814 650
16 574 569
140 186 673
153 105 617
555 604 525
910 878 866
189 309 965
253 259 954
294 760 140
388 287 304
653 287 790
567 320 431
860 806 684
224 539 734
272 292 240
70 411 879
473 23 845
207 668 301
803 433 56
245 416 969
39 723 96
95 423 979
23 704 361
981 230 793
800 705 808
659 455 156
545 479 487
640 39 385
76 553 84
15 476 470
44 41 510
614 971 141
201 472 72
903 831 103
406 448 760
71 378 80
856 269 121
685 745 143
281 5 741
85 10 47
364 137 719
8 912 713
643 610 338
373 723 911
867 216 701
299 303 953
696 29 600
894 968 65
300 40 559
927 59 389
292 150 364
578 808 154
479 645 961
156 962 468
241 427 312
1000 79 381
121 6 257
639 980 599
703 607 193
106 830 422
23 919 718
318 486 383
437 624 938
286 931 25
37 214 485
282 502 61
133 162 326
6 487 122
999 641 206
25 484 787
516 95 887
440 760 366
392 656 250
461 177 761
23 107 247
644 745 803
678 98 511
926 284 583
661 33 423
834 470 877
452 244 702
456 180 354
404 45 642
112 230 213
173 744 810
876 527 878
598 16 52
310 287 536
685 408 748
98 109 615
1000 637 540
595 734 968
911 227 498
587 888 75
768 348 114
396 347 876
332 267 138
216 738 360
863 106 276
517 483 658
429 155 457
795 402 957
793 448 717
255 335 873
370 172 683
902 346 254
428 148 824
552 268 178
176 558 26
179 627 354
16 389 590
175 985 566
467 552 318
60 220 319
202 813 420
380 397 171
229 927 932
614 191 650
999 574 157
936 829 20
692 378 54
433 926 547
245 9 694
171 403 471
633 61 275
690 149 600
746 184 171
147 889 721
118 321 660
261 380 423
280 402 858
854 220 800
358 762 222
695 730 600
477 254 209
728 202 369
641 756 418
603 379 551
867 702 210
294 349 132
613 972 659
625 901 376
448 633 312
769 426 735
629 183 455
955 181 511
106 963 873
371 556 130
444 191 908
386 206 106
250 814 800
598 69 945
60 364 66
594 433 630
731 171 792
496 838 302
653 371 913
341 810 44
229 255 465
709 300 196
956 349 647
395 954 595
115 793 54
784 86 496
859 769 260
845 872 303
791 7 427
227 220 311
562 329 87
162 522 822
4 942 476
21 554 154
169 384 505
733 816 536
282 321 157
872 501 227
29 410 252
458 736 206
266 237 748
59 238 814
643 483 955
34 724 184
258 286 249
517 552 205
769 267 128
240 344 279
730 527 735
363 138 537
192 755 648
465 168 135
744 550 270
338 724 830
397 850 825
451 566 543
520 724 162
86 945 257
287 336 86
943 102 862
689 485 218
846 768 752
909 365 772
894 27 873
455 11 118
623 776 244
570 906 142
199 584 69
152 315 152
443 779 782
234 23 244
867 211 751
345 319 690
774 362 25
294 352 711
64 58 818
684 901 697
155 414 621
485 6 639
274 914 791
462 15 624
686 383 945
782 992 381
878 701 289
869 235 721
782 650 915
214 178 608
850 194 842
631 287 185
679 780 305
867 17 244
86 706 130
575 773 104
440 938 236
754 954 604
898 950 133
459 293 2
816 310 120
840 774 407
546 916 486
24 373 714
1 452 977
977 61 758
921 422 233
637 973 681
489 475 441
632 419 273
662 320 766
435 302 940
135 802 599
105 259 362
338 551 289
42 359 373
109 302 686
200 956 778
623 604 594
270 781 930
217 200 570
69 767 277
388 519 796
214 954 118
837 229 357
405 418 571
704 993 721
746 57 534
336 17 801
870 781 13
282 472 504
145 156 803
116 651 842
304 729 398
509 121 870
473 569 742
722 819 940
560 509 599
999 920 443
830 419 871
788 755 527
863 361 357
329 4 162
556 21 300
903 26 899
690 477 352
389 879 913
263 36 415
814 681 898
292 164 792
948 3 803
15 550 633
470 995 977
874 800 951
686 119 54
557 902 82
860 487 120
359 486 751
525 833 838
928 561 17
986 407 804
512 200 228
677 254 664
53 586 326
61 444 188
965 102 198
463 525 398
689 247 662
257 835 652
254 201 979
790 738 617
297 962 146
235 410 775
449 567 812
200 262 680
145 356 996
460 435 573
39 425 396
718 864 444
272 406 306
905 586 495
137 634 122
772 293 165
866 894 464
904 992 663
690 747 645
942 52 105
488 199 544
590 964 713
792 445 368
885 142 181
294 458 45
160 636 293
579 600 783
843 78 184
848 903 88
870 361 211
972 757 545
318 254 259
104 167 785
966 395 199
578 28 653
65 983 644
926 913 997
189 920 178
673 833 156
734 462 872
49 563 108
149 12 36
283 890 18
776 487 571
469 23 501
1000 560 120
25 868 565
779 647 646
872 485 304
613 115 264
881 845 938
507 738 335
3 284 968
584 730 185
748 312 845
981 346 769
641 668 743
738 598 507
468 601 947
899 524 666
440 564 954
401 994 445
166 469 830
106 643 55
647 615 497
176 363 24
316 743 818
40 456 372
808 546 768
702 818 560
793 1000 872
546 480 448
354 146 705
534 874 821
277 385 591
350 100 707
576 995 947
266 710 207
167 343 258
850 459 929
314 278 616
967 725 67
523 450 967
930 326 231
503 35 420
731 768 129
388 724 990
335 837 127
949 409 689
576 968 340
40 551 931
12 942 828
746 94 498
943 958 61
584 154 544
353 813 594
172 434 822
113 757 572
71 911 815
212 615 438
117 354 359
555 535 83
321 429 779
712 634 320
148 915 79
977 151 382
568 946 1
362 982 234
34 864 148
255 871 507
288 98 243
846 714 759
481 362 323
872 307 912
661 944 25
271 853 189
871 849 839
930 47 742
835 317 177
499 441 898
82 551 688
143 182 994
284 443 910
694 787 964
752 1 512
621 931 514
146 369 931
836 789 20
397 572 974
562 228 920
285 256 603
905 6 215
355 645 874
536 270 158
779 526 821
393 90 562
160 971 989
16 967 775
86 228 410
848 739 62
126 272 860
198 52 618
156 269 279
771 860 366
381 500 930
16 85 25
944 15 237
137 917 535
361 145 813
444 477 106
859 949 624
275 315 15
95 791 893
808 129 323
195 150 479
344 52 339
580 551 384
963 104 774
48 761 534
798 561 670
193 128 403
812 793 426
483 830 398
532 347 204
41 851 309
245 850 108
811 382 956
921 929 79
369 320 395
640 18 350
999 689 315
579 205 558
100 993 976
128 868 524
271 657 548
527 592 570
995 84 964
722 471 398
252 857 479
550 665 44
899 21 626
254 565 316
870 546 103
90 874 198
127 191 374
600 629 983
70 811 952
529 816 311
888 853 59
674 580 790
256 210 686
845 250 895
55 159 630
493 549 48
127 866 901
393 887 179
126 480 978
76 231 174
605 796 193
566 32 211
303 53 150
626 575 367
727 446 313
851 736 395
137 995 326
499 937 21
102 720 308
731 841 270
444 503 448
444 795 848
109 1 134
901 981 706
461 109 177
980 775 444
912 658 361
459 403 852
673 225 126
871 544 883
434 22 555
352 923 803
423 374 492
54 77 849
172 610 964
125 407 265
191 364 133
35 73 478
114 872 943
34 415 586
168 458 520
823 976 137
372 637 836
431 744 125
538 979 87
60 178 690
347 847 331
201 893 160
641 868 703
610 830 467
170 133 638
842 988 511
800 969 776
872 111 381
58 384 494
982 488 339
155 770 899
365 978 120
525 405 803
768 942 960
656 990 311
167 894 773
270 154 714
899 578 633
979 53 600
985 593 941
475 362 930
376 168 58
601 561 966
885 467 766
236 389 155
165 710 95
292 573 979
587 735 614
265 272 173
387 931 436
346 703 333
839 894 355
58 887 566
954 180 926
604 450 707
919 426 628
968 786 58
329 21 995
878 774 137
167 651 119
117 6 608
80 643 601
889 88 612
199 996 302
481 320 308
184 854 833
337 920 140
908 938 441
395 912 796
509 623 877
784 935 201
547 689 392
85 808 354
637 623 705
734 538 473
439 595 851
549 72 134
648 759 151
748 209 254
522 93 138
738 678 475
724 404 982
699 174 461
489 78 288
934 717 371
659 341 483
285 226 212
342 804 638
474 225 146
745 848 439
669 472 162
923 775 66
132 939 461
827 568 152
375 140 475
219 103 391
105 235 84
115 159 206
757 535 590
800 645 846
355 645 275
72 724 763
593 243 557
595 681 538
568 134 493
306 685 180
931 551 745
90 694 353
754 845 988
188 619 108
302 117 248
383 68 273
427 122 575
943 208 969
445 14 550
402 278 896
522 318 504
994 575 647
379 120 214
9 552 231
490 615 987
867 659 519
661 472 896
871 128 691
623 348 643
61 200 584
701 368 285
342 572 252
921 221 559
166 184 54
822 760 676
988 889 562
781 556 935
153 427 52
845 925 11
694 110 521
345 293 872
303 533 741
175 757 911
428 200 752
914 303 490
606 580 503
217 396 542
988 958 761
966 388 19
61 717 131
882 556 265
952 466 305
33 986 571
650 829 186
866 21 535
988 706 554
175 941 679
666 548 364
199 873 193
274 94 497
435 250 791
728 78 257
563 28 630
746 735 557
748 425 248
72 412 756
776 998 686
603 810 292
624 597 946
226 939 545
469 822 118
872 140 476
452 905 181
52 480 380
484 466 696
48 162 432
94 251 903
870 431 561
813 344 817
173 304 728
105 945 710
794 331 61
99 769 142
992 357 538
619 393 740
159 668 755
924 305 77
357 878 876
718 410 959
156 767 257
321 757 500
749 862 515
891 453 702
516 221 782
876 581 629
643 71 817
711 433 292
822 304 864
437 55 593
580 825 916
539 64 698
306 734 769
524 855 644
594 904 410
986 421 454
217 944 361
245 280 258
918 83 98
461 426 699
373 734 40
93 127 636
757 448 479
170 996 92
414 847 362
508 121 926
615 21 837
428 480 942
116 890 882
7 103 985
677 735 325
823 665 280
670 560 332
166 247 296
534 170 83
969 841 339
18 928 897
758 28 827
121 589 133
952 701 495
584 787 236
133 845 762
588 447 350
620 220 535
522 45 932
62 729 416
578 469 478
924 429 991
865 978 512
90 437 547
920 216 760
600 776 256
214 820 554
362 767 294
243 675 60
730 140 108
4 314 817
258 946 499
135 990 245
360 234 872
114 956 196
620 692 110
65 493 104
997 326 895
773 605 274
884 838 503
929 92 74
553 396 370
471 389 107
261 252 748
394 19 944
484 563 879
386 698 301
284 18 311
47 623 550
211 862 110
685 63 189
883 831 117
715 533 617
170 874 311
355 217 1
108 138 212
582 937 401
272 128 40
98 976 655
408 522 367
875 369 775
557 128 919
39 731 564
253 546 897
570 690 736
915 351 774
572 261 274
573 331 125
331 236 244
850 785 286
542 982 21
155 613 234
37 367 577
565 174 938
366 977 534
804 685 620
191 768 305
890 614 44
367 548 472
78 73 252
978 409 990
119 82 640
906 182 205
970 551 245
816 701 794
818 991 991
886 890 812
904 129 379
878 509 462
790 269 13
181 473 676
798 911 667
783 409 677
314 460 866
283 236 336
152 900 519
792 715 82
304 738 322
428 849 783
163 373 821
632 174 774
509 297 760
119 513 615
486 784 340
411 804 938
129 194 331
244 958 549
781 373 657
890 448 30
291 636 30
978 739 201
589 757 674
124 62 520
222 873 356
393 475 80
497 219 550
967 93 271
610 89 433
930 764 937
606 332 821
896 411 462
216 445 939
939 239 877
125 952 653
130 115 438
350 831 261
968 460 641
371 46 411
684 319 211
508 992 554
262 131 262
912 941 622
820 398 510
167 833 283
66 351 862
831 273 46
199 383 687
283 951 792
796 512 430
610 85 516
104 133 614
388 790 758
645 100 12
851 182 533
53 530 791
155 999 329
369 302 490
832 108 838
432 112 641
721 229 652
217 68 287
579 917 215
969 562 514
258 933 747
871 568 135
816 550 663
596 465 689
688 804 89
788 199 946
42 994 780
901 164 906
832 808 168
858 788 406
636 214 217
784 32 989
412 539 962
618 505 731
492 791 503
804 186 662
59 894 194
197 997 10
990 919 960
643 703 869
798 403 740
924 501 59
216 200 662
915 747 632
975 615 221
502 38 145
585 892 848
985 558 616
363 550 384
38 308 468
71 378 328
620 987 263
50 495 223
519 937 788
111 929 186
676 104 115
622 727 436
997 980 997
120 996 694
391 225 682
545 758 662
583 63 909
157 535 477
228 205 542
102 228 786
219 11 807
494 534 412
689 77 4
413 627 55
9 952 377
795 192 99
31 359 954
119 706 831
850 524 880
24 465 925
170 510 782
155 121 398
3 601 766
114 977 723
602 793 558
703 831 24
820 759 101
431 998 680
1 563 402
317 19 660
263 379 948
673 505 131
151 458 238
360 444 437
576 900 823
459 970 498
362 159 617
581 989 887
340 826 910
319 664 125
688 4 544
692 57 946
847 278 762
696 809 925
55 131 665
34 867 100
172 426 2
11 169 907
722 38 18
173 691 208
584 413 779
932 672 680
680 210 430
454 191 680
861 433 346
397 700 69
491 955 27
650 29 868
968 539 109
658 623 256
789 129 602
940 60 109
33 454 65
585 350 942
591 235 755
604 624 880
805 406 474
305 705 149
155 554 691
278 874 812
383 95 984
938 671 799
64 776 947
928 244 791
253 789 959
780 459 805
449 824 736
380 774 683
166 271 495
534 706 592
101 873 761
502 316 43
842 725 819
503 623 663
213 999 271
555 226 628
2 997 520
794 17 982
806 523 222
464 493 159
975 988 11
618 614 140
794 489 954
825 971 318
428 427 55
571 425 154
985 747 808
468 786 849
524 724 696
26 572 569
958 151 248
272 65 767
716 139 3
535 693 880
183 68 640
101 623 579
883 491 234
305 466 678
725 127 860
431 873 824
78 89 914
685 392 707
515 962 503
735 370 437
96 482 759
765 956 927
355 611 410
180 660 848
777 896 2
496 650 144
350 397 389
618 371 510
328 357 455
935 627 77
951 975 289
726 613 996
410 937 37
89 604 688
759 577 757
842 422 425
985 838 977
288 220 608
950 561 795
490 94 68
205 580 3
885 376 389
968 502 51
980 192 784
865 259 83
977 203 18
875 754 994
313 455 490
29 435 549
780 435 223
400 851 719
170 281 669
766 473 543
804 460 99
776 723 633
320 363 383
942 582 584
808 155 208
987 527 626
544 949 821
501 169 617
912 300 964
694 683 933
414 480 950
683 712 917
708 576 788
198 408 227
793 449 531
876 288 524
134 157 715
838 827 490
300 913 461
929 542 254
678 416 78
993 696 432
29 420 376
732 692 301
988 112 393
625 322 40
402 815 480
392 775 128
923 242 922
895 965 656
852 259 598
248 233 340
931 219 372
461 726 332
783 311 56
750 13 145
926 661 991
542 931 966
297 168 629
10 188 847
17 575 965
395 562 880
936 118 610
333 594 377
907 787 125
456 809 542
764 321 397
420 468 449
295 780 936
506 889 253
744 580 307
691 243 550
574 284 58
220 843 309
775 210 137
977 261 27
540 237 788
918 387 382
666 625 534
468 55 959
686 767 217
472 552 683
920 534 801
381 675 815
613 123 347
80 44 986
229 480 732
439 468 377
562 496 729
137 667 615
732 132 853
765 304 531
222 437 564
335 563 96
520 204 623
549 736 638
800 200 851
692 737 125
332 700 40
599 704 725
712 696 590
133 175 842
705 141 21
141 424 37
78 710 978
556 168 325
449 956 539
590 993 884
273 502 420
381 690 62
749 668 374
543 743 870
632 32 559
271 330 815
521 754 636
541 542 251
750 301 656
961 207 538
881 663 126
160 309 587
943 334 297
736 739 891
247 797 650
447 692 865
499 2 982
622 86 899
215 419 352
613 147 187
609 889 681
950 8 270
651 513 17
29 533 421
908 756 503
493 906 27
30 730 124
958 219 590
473 791 653
82 409 579
265 797 344
817 8 862
985 119 354
532 837 350
624 474 23
808 645 175
403 353 197
59 447 304
242 237 307
861 2 874
775 33 497
430 849 341
143 703 612
966 937 388
152 99 100
583 13 72
479 835 791
327 209 170
744 649 28
298 669 207
540 969 137
426 689 249
46 116 970
240 238 185
591 59 100
737 31 506
886 285 409
26 778 864
105 336 89
756 765 223
119 370 554
669 678 227
985 93 362
871 718 553
863 577 478
166 128 207
825 517 170
779 743 461
682 471 235
789 122 779
545 490 85
401 646 325
924 584 254
773 574 27
951 857 146
126 812 148
532 916 78
343 908 846
991 63 564
70 504 117
580 614 865
488 185 909
911 288 971
758 29 279
266 332 461
236 625 972
752 744 106
79 947 489
336 978 757
459 311 636
916 650 116
694 921 485
493 434 659
969 880 337
392 151 430
335 9 719
781 841 214
968 656 574
595 558 248
772 150 672
741 8 443
117 221 291
883 459 581
272 258 724
357 216 279
484 252 70
579 76 437
339 888 657
972 919 700
59 710 12
523 56 334
64 32 11
875 59 240
898 907 369
287 105 671
473 342 967
995 257 470
869 452 195
958 710 25
614 690 974
343 384 12
51 56 578
318 848 347
377 753 12
982 508 693
866 673 457
478 751 401
170 280 50
768 67 450
956 101 901
31 150 417
258 659 128
410 86 85
427 995 335
593 806 686
659 824 639
158 726 247
181 863 405
815 156 742
688 375 537
902 164 731
856 455 582
893 244 782
297 780 579
23 139 1
748 746 806
14 802 955
571 880 633
351 694 570
130 32 195
628 772 798
854 775 187
615 385 560
563 560 112
639 690 336
167 206 199
525 961 147
551 599 725
811 925 41
25 941 357
728 660 87
859 545 83
584 523 753
313 741 544
589 23 452
824 936 438
531 764 995
563 195 957
722 579 794
852 269 63
558 322 73
513 868 79
143 703 403
197 759 836
558 145 12
351 253 200
752 345 584
124 202 966
834 308 543
5 710 929
742 781 37
756 785 451
955 616 499
891 221 794
433 689 605
150 67 990
119 288 607
728 174 817
524 272 670
223 321 415
880 829 557
283 481 799
424 319 638
391 629 555
892 889 349
935 488 440
343 654 667
641 611 178
541 208 734
213 620 652
118 170 153
626 799 564
618 622 322
860 635 928
445 492 64
393 787 823
920 957 236
885 36 138
